,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
938,NP_940907,cation,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q4VNC0,AT135_HUMAN,Probable cation-transporting ATPase 13A5 (EC 7.2.2.-) (P5-ATPase isoform 5),ATP13A5,Q4VNC0
939,NP_940933,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,O43861,ATP9B_HUMAN,Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B),ATP9B,O43861
940,NP_940933,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,B3KSI8,B3KSI8_HUMAN,"cDNA FLJ36385 fis, clone THYMU2008727, highly similar to Probable phospholipid-transporting ATPase IIB",ATP9B,B3KSI8
941,NP_940933,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q69YZ7,Q69YZ7_HUMAN,Uncharacterized protein DKFZp434A042,ATP9B,Q69YZ7
942,NP_940933,phospholipid,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,3.A.3,Q7Z3J4,Q7Z3J4_HUMAN,Uncharacterized protein DKFZp686H2093,ATP9B,Q7Z3J4
943,NP_002549,ATP-gated cation channel (P2X1),P2X1,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,P51575,P2RX1_HUMAN,P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor),P2RX1,P51575
944,NP_005437,ATP-gated cation channel (P2X6),P2X6,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,O15547,P2RX6_HUMAN,P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1),P2RX6,O15547
945,NP_777361,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
946,NP_777362,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
947,NP_036358,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
948,NP_057402,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
949,NP_733782,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
950,NP_733783,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q9UBL9,P2RX2_HUMAN,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),P2RX2,Q9UBL9
951,NP_777361,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
952,NP_777362,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
953,NP_036358,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
954,NP_057402,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
955,NP_733782,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
956,NP_733783,ATP-gated cation channel (P2X2),P2X2,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q32MC3,Q32MC3_HUMAN,ATP receptor (Purinergic receptor),P2RX2,Q32MC3
957,NP_002550,ATP-gated cation channel (P2X3),P2X3,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,P56373,P2RX3_HUMAN,P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor),P2RX3,P56373
958,NP_002551,ATP-gated cation channel (P2X4),P2X4,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q99571,P2RX4_HUMAN,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),P2RX4,Q99571
959,NP_002552,ATP-gated cation channel (P2X5),P2X5,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q93086,P2RX5_HUMAN,P2X purinoceptor 5 (P2X5) (ATP receptor) (Purinergic receptor),P2RX5,Q93086
960,NP_778255,ATP-gated cation channel (P2X5),P2X5,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q93086,P2RX5_HUMAN,P2X purinoceptor 5 (P2X5) (ATP receptor) (Purinergic receptor),P2RX5,Q93086
961,NP_002553,ATP-gated cation channel (P2X7),P2X7,ACC,The ATP-gated Cation Channel (ACC) Family,Ion Channels,1.A.7,Q99572,P2RX7_HUMAN,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),P2RX7,Q99572
962,NP_000315,CO2 (Rhesus glycoprotein homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q02094,RHAG_HUMAN,Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241),RHAG,Q02094
963,NP_000315,CO2 (Rhesus glycoprotein homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q96E98,Q96E98_HUMAN,Rh-associated glycoprotein,RHAG,Q96E98
964,NP_057405,CO2 (Rhesus glycoprotein RhCG homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q9UBD6,RHCG_HUMAN,Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2),RHCG,Q9UBD6
965,NP_619523,CO2 (RhCG homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,P18577,RHCE_HUMAN,Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE),RHCE,P18577
966,NP_619522,CO2 (RhCG homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,P18577,RHCE_HUMAN,Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE),RHCE,P18577
967,NP_065231,CO2 (RhCG homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,P18577,RHCE_HUMAN,Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE),RHCE,P18577
968,NP_065140,CO2 (Rhesus type B glycoprotein homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q9H310,RHBG_HUMAN,Ammonium transporter Rh type B (Rhesus blood group family type B glycoprotein) (Rh family type B glycoprotein) (Rh type B glycoprotein),RHBG,Q9H310
969,NP_065231,CO2 (RhCG homolog)?,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,A0A220QMN8,A0A220QMN8_HUMAN,Blood group Rh(CE) polypeptide (RHCE) (Rh blood group CcEe antigens) (Rhesus blood group CcEe antigen),RHCE,A0A220QMN8
970,NP_057208,CO2? (Rh blood group D antigen),,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q02161,RHD_HUMAN,Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D),RHD,Q02161
971,NP_057208,CO2? (Rh blood group D antigen),,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,B4DLT8,B4DLT8_HUMAN,"cDNA FLJ60674, highly similar to Blood group Rh(D) polypeptide",RHD,B4DLT8
972,NP_057208,CO2? (Rh blood group D antigen),,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q1KT12,Q1KT12_HUMAN,Rhesus blood group D antigen,RHD,Q1KT12
973,NP_057208,CO2? (Rh blood group D antigen),,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11,Q7RU08,Q7RU08_HUMAN,"Blood group Rh(D) polypeptide isoform 3 (RHD) (Rh blood group) (Rh blood group D antigen) (Rh blood group, D antigen) (RhD polypeptide) (RhD protein) (Rhesus blood group D antigen) (Rhesus blood group D antigen variant) (Rhesus blood group, D antigen)",RHD,Q7RU08
974,NP_003559,Annexin A9,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,O76027,ANXA9_HUMAN,Annexin A9 (Annexin XXXI) (Annexin-31) (Annexin-9) (Pemphaxin),ANXA9,O76027
975,NP_001144,Annexin A4,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P09525,ANXA4_HUMAN,Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II),ANXA4,P09525
976,NP_001144,Annexin A4,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q6P452,Q6P452_HUMAN,Annexin,ANXA4,Q6P452
977,NP_001146,Annexin A6,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P08133,ANXA6_HUMAN,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),ANXA6,P08133
978,NP_001146,Annexin A6,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,A0A0S2Z2Z6,A0A0S2Z2Z6_HUMAN,Annexin,ANXA6,A0A0S2Z2Z6
979,NP_004025,Annexin A7,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P20073,ANXA7_HUMAN,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7,P20073
980,NP_001147,Annexin A7,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P20073,ANXA7_HUMAN,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7,P20073
981,NP_004025,Annexin A7,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,B2R657,B2R657_HUMAN,Annexin,ANXA7,B2R657
982,NP_004297,Annexin A13,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P27216,ANX13_HUMAN,Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA),ANXA13,P27216
983,NP_001003954,Annexin A13,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P27216,ANX13_HUMAN,Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA),ANXA13,P27216
984,NP_004297,Annexin A13,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q53FB5,Q53FB5_HUMAN,Annexin,ANXA13,Q53FB5
985,NP_001003954,Annexin A13,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q53FB5,Q53FB5_HUMAN,Annexin,ANXA13,Q53FB5
986,NP_005130,Annexin A3,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P12429,ANXA3_HUMAN,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)",ANXA3,P12429
987,NP_009124,Annexin A10,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q9UJ72,ANX10_HUMAN,Annexin A10 (Annexin-10) (Annexin-14),ANXA10,Q9UJ72
988,NP_665875,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P50995,ANX11_HUMAN,Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),ANXA11,P50995
989,NP_665876,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P50995,ANX11_HUMAN,Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),ANXA11,P50995
990,NP_001148,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P50995,ANX11_HUMAN,Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),ANXA11,P50995
991,NP_665875,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q5T0G8,Q5T0G8_HUMAN,Annexin,ANXA11,Q5T0G8
992,NP_665876,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q5T0G8,Q5T0G8_HUMAN,Annexin,ANXA11,Q5T0G8
993,NP_001148,Annexin A11,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q5T0G8,Q5T0G8_HUMAN,Annexin,ANXA11,Q5T0G8
994,NP_001145,Annexin A5,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P08758,ANXA5_HUMAN,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ANXA5,P08758
995,NP_001145,Annexin A5,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,V9HWE0,V9HWE0_HUMAN,Annexin,ANXA5,V9HWE0
996,NP_000691,Annexin A1,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P04083,ANXA1_HUMAN,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],ANXA1,P04083
997,NP_000691,Annexin A1,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q5TZZ9,Q5TZZ9_HUMAN,Annexin,ANXA1,Q5TZZ9
998,NP_001002857,Annexin A2,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2,P07355
999,NP_001002858,Annexin A2,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2,P07355
1000,NP_004030,Annexin A2,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2,P07355
1001,NP_001002857,Annexin A2,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,A0A024R5Z7,A0A024R5Z7_HUMAN,Annexin,ANXA2,A0A024R5Z7
1002,NP_004030,Annexin A2,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,A0A024R5Z7,A0A024R5Z7_HUMAN,Annexin,ANXA2,A0A024R5Z7
1003,NP_001035173,Annexin A8,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P13928,ANXA8_HUMAN,Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta),ANXA8L1,P13928
1004,NP_001035173,Annexin A8,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P13928,ANXA8_HUMAN,Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta),ANXA8,P13928
1005,NP_001092315,Annexin A8,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P13928,ANXA8_HUMAN,Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta),ANXA8L1,P13928
1006,NP_001092315,Annexin A8,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,P13928,ANXA8_HUMAN,Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta),ANXA8,P13928
1007,NP_001092315,Annexin A8,,Annexin,The Annexin (Annexin) Family,Ion Channels,1.A.31,Q5VT79,AXA81_HUMAN,Annexin A8-like protein 1,ANXA8L1,Q5VT79
1008,NP_001179,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q16611,BAK_HUMAN,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7),BAK1,Q16611
1009,NP_001179,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,A0A0S2Z391,A0A0S2Z391_HUMAN,BCL2-antagonist/killer 1 isoform 1,BAK1,A0A0S2Z391
1010,NP_001182,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07817,B2CL1_HUMAN,Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X),BCL2L1,Q07817
1011,NP_612815,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07817,B2CL1_HUMAN,Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X),BCL2L1,Q07817
1012,NP_001182,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q5TE63,Q5TE63_HUMAN,Bcl-2-like protein 1 (Apoptosis regulator Bcl-X),BCL2L1,Q5TE63
1013,NP_612815,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,A0A0S2Z3C5,A0A0S2Z3C5_HUMAN,Bcl-2-like protein 1 (Apoptosis regulator Bcl-X),BCL2L1,A0A0S2Z3C5
1014,NP_000648,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,P10415,BCL2_HUMAN,Apoptosis regulator Bcl-2,BCL2,P10415
1015,NP_000624,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,P10415,BCL2_HUMAN,Apoptosis regulator Bcl-2,BCL2,P10415
1016,NP_000648,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,A0A024R2C4,A0A024R2C4_HUMAN,Apoptosis regulator Bcl-2,BCL2,A0A024R2C4
1017,NP_000624,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,A0A024R2B3,A0A024R2B3_HUMAN,Apoptosis regulator Bcl-2,BCL2,A0A024R2B3
1018,NP_004315,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07812,BAX_HUMAN,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX,Q07812
1019,NP_620116,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07812,BAX_HUMAN,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX,Q07812
1020,NP_620118,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07812,BAX_HUMAN,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX,Q07812
1021,NP_620119,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07812,BAX_HUMAN,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX,Q07812
1022,NP_004040,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q16548,B2LA1_HUMAN,Bcl-2-related protein A1 (Bcl-2-like protein 5) (Bcl2-L-5) (Hemopoietic-specific early response protein) (Protein BFL-1) (Protein GRS),BCL2A1,Q16548
1023,NP_004041,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q92843,B2CL2_HUMAN,Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W),BCL2L2,Q92843
1024,NP_115904,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q9UMX3,BOK_HUMAN,Bcl-2-related ovarian killer protein (hBOK) (Bcl-2-like protein 9) (Bcl2-L-9),BOK,Q9UMX3
1025,NP_115904,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,A0A024R4A8,A0A024R4A8_HUMAN,"BCL2-related ovarian killer, isoform CRA_a (Bcl-2-related ovarian killer protein isoform 1)",BOK,A0A024R4A8
1026,NP_068779,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07820,MCL1_HUMAN,Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT),MCL1,Q07820
1027,NP_877495,Bcl-2 homolog,,Bcl-2,The Bcl-2 (Bcl-2) Family,Ion Channels,1.A.21,Q07820,MCL1_HUMAN,Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT),MCL1,Q07820
1028,NP_695006,Bestrophin-4 anion channel,,Bestrophin,The Anion Channel-forming Bestrophin (Bestrophin) Family,Ion Channels,1.A.46,Q8NFU0,BEST4_HUMAN,Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2),BEST4,Q8NFU0
1029,NP_004174,Bestrophin-1 anion channel,,Bestrophin,The Anion Channel-forming Bestrophin (Bestrophin) Family,Ion Channels,1.A.46,O76090,BEST1_HUMAN,Bestrophin-1 (TU15B) (Vitelliform macular dystrophy protein 2),BEST1,O76090
1030,NP_060152,Bestrophin-2 anion channel,,Bestrophin,The Anion Channel-forming Bestrophin (Bestrophin) Family,Ion Channels,1.A.46,Q8NFU1,BEST2_HUMAN,Bestrophin-2 (Vitelliform macular dystrophy 2-like protein 1),BEST2,Q8NFU1
1031,NP_116124,Bestrophin-3 anion channel,,Bestrophin,The Anion Channel-forming Bestrophin (Bestrophin) Family,Ion Channels,1.A.46,Q8N1M1,BEST3_HUMAN,Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3),BEST3,Q8N1M1
1032,NP_689652,Bestrophin-3 anion channel,,Bestrophin,The Anion Channel-forming Bestrophin (Bestrophin) Family,Ion Channels,1.A.46,Q8N1M1,BEST3_HUMAN,Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3),BEST3,Q8N1M1
1033,NP_004043,BNip3 channel,,BNip3,The BCL2/Adenovirus E1B-interacting Protein 3 (BNip3) Family,Ion Channels,1.A.20,Q12983,BNIP3_HUMAN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BNIP3,Q12983
1034,NP_004043,BNip3 channel,,BNip3,The BCL2/Adenovirus E1B-interacting Protein 3 (BNip3) Family,Ion Channels,1.A.20,Q6NVY4,Q6NVY4_HUMAN,BNIP3 protein,BNIP3,Q6NVY4
1035,NP_004322,adenovirus E1B 19 kDa protein-interacting protein 3 (NIP3L),,BNip3,The BCL2/Adenovirus E1B-interacting Protein 3 (BNip3) Family,Ion Channels,1.A.20,O60238,BNI3L_HUMAN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L),BNIP3L,O60238
1036,NP_004322,adenovirus E1B 19 kDa protein-interacting protein 3 (NIP3L),,BNip3,The BCL2/Adenovirus E1B-interacting Protein 3 (BNip3) Family,Ion Channels,1.A.20,Q6IBV1,Q6IBV1_HUMAN,"BCL2/adenovirus E1B 19kDa interacting protein 3-like (BNIP3L protein) (cDNA FLJ75547, highly similar to Homo sapiens BCL2/adenovirus E1B 19kDa interacting protein 3-like (BNIP3L), mRNA)",BNIP3L,Q6IBV1
1037,NP_060186,CD20 calcium channel,,CD20,The CD20 Ca2+ Channel (CD20) Family,Ion Channels,1.A.37,Q9NXJ0,M4A12_HUMAN,Membrane-spanning 4-domains subfamily A member 12,MS4A12,Q9NXJ0
1038,NP_113645,CD20 calcium channel,,CD20,The CD20 Ca2+ Channel (CD20) Family,Ion Channels,1.A.37,Q9BY19,M4A8_HUMAN,Membrane-spanning 4-domains subfamily A member 8 (Four-span transmembrane protein 4) (Membrane-spanning 4-domains subfamily A member 8B),MS4A8,Q9BY19
1039,NP_683876,CD20 calcium channel,,CD20,The CD20 Ca2+ Channel (CD20) Family,Ion Channels,1.A.37,Q96JQ5,M4A4A_HUMAN,Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1),MS4A4A,Q96JQ5
1040,NP_076926,CD20 calcium channel,,CD20,The CD20 Ca2+ Channel (CD20) Family,Ion Channels,1.A.37,Q96JQ5,M4A4A_HUMAN,Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1),MS4A4A,Q96JQ5
1041,NP_076926,CD20 calcium channel,,CD20,The CD20 Ca2+ Channel (CD20) Family,Ion Channels,1.A.37,Q4JF27,Q4JF27_HUMAN,"cDNA FLJ90600 fis, clone PLACE1001401, highly similar to Membrane-spanning 4-domains subfamily A member 4A",MS4A4A,Q4JF27
